WO#,Title,Status,Type,Silo/Lane,Stage,Owner,SpecPath,ResultPath,Notes
509,Four Gate Seam Expansion,Ready,feature,,,,WorkOrders/WORK_ORDER_509_four_gate_seam_expansion.md,,spec Status: READY TO IMPLEMENT (player crossing)  World/Seam lane  2026-06-24
510,Instantiation Attach Override,Ready,feature,,,,WorkOrders/WORK_ORDER_510_instantiation_attach_override.md,,spec Status: READY TO IMPLEMENT (owner greenlit 2026-06-24)  Hero/Equip lane  feeds WO-490 (Offset Forge product)
511,Vfx Parade Browser,Ready,feature,,,,WorkOrders/WORK_ORDER_511_vfx_parade_browser.md,,spec Status: READY TO IMPLEMENT (owner-requested 2026-06-24)  Tooling/VFX lane  editor-only
512,Lockon Camera,Ready,feature,,,,WorkOrders/WORK_ORDER_512_lockon_camera.md,,"spec Status: READY TO IMPLEMENT (owner picked ""highest value"" 2026-06-24)  Combat/Camera lane  flag `ff.lockon` (default OFF until proven)"
513,Coordinated Family Combat,Ready,feature,,,,WorkOrders/WORK_ORDER_513_coordinated_family_combat.md,,"spec Status: READY TO IMPLEMENT (owner-driven, felt-test 2026-06-24)  Combat/AI lane  the ""real feature"" slice (vs the quick pathing/role tuning done inline)"
514,Tower Cap And Saved Echoes,Spec,feature,,,,WorkOrders/WORK_ORDER_514_tower_cap_and_saved_echoes.md,,"spec Status: DESIGN CAPTURED (owner felt-test brain-dump 2026-06-25, F8)  Economy/Defense lane  NOT yet implemented (needs owner confirm + deliberate build)"
515,Tower Target Priority,Ready,feature,,,,WorkOrders/WORK_ORDER_515_tower_target_priority.md,,spec Status: CAPTURED (design in hand; not yet READY - one design decision open)
516,Inventory Equip And Restyle,Spec,feature,,,,WorkOrders/WORK_ORDER_516_inventory_equip_and_restyle.md,,"spec Status: CAPTURED (F8 ticket, 2026-06-26)  **Silo:** UI/Presentation (code)  **Type:** EXISTING (reuse, not greenfield)"
517,Arena Return Music Context,Ready,fix,,,,WorkOrders/WORK_ORDER_517_arena_return_music_context.md,,spec Status: RCA-DONE / READY (data-proven)  **Silo:** Audio (code)  **Type:** EXISTING (bug)  **Priority:** Med (V2 arena loop)
541,Hud One Model,Ready,feature,,,,WorkOrders/WORK_ORDER_541_hud_one_model.md,,spec Status: READY TO IMPLEMENT (foundation lane)
542,Shop Icon Rendering,Ready,feature,,,,WorkOrders/WORK_ORDER_542_shop_icon_rendering.md,,spec Status: READY TO IMPLEMENT
543,Rings Amulets And Armor Vfx,Ready,feature,,,,WorkOrders/WORK_ORDER_543_rings_amulets_and_armor_vfx.md,,spec Status: READY TO IMPLEMENT
544,Class Armor Catalog Wirein,Ready,docs,,,,WorkOrders/WORK_ORDER_544_class_armor_catalog_wirein.md,,spec Status: READY TO IMPLEMENT
545,Editmode Pre Existing Test Failures,Ready,fix,,,,WorkOrders/WORK_ORDER_545_editmode_pre_existing_test_failures.md,,spec Status: READY TO IMPLEMENT
550,Village2 Raid Polish,Ready,docs,,,,WorkOrders/WORK_ORDER_550_village2_raid_polish.md,,spec Status: READY TO IMPLEMENT** (implemented in this worktree; awaiting orchestrator gate + commit + bake)
551,Geometry First Weapon Seating,Ready,feature,,,,WorkOrders/WORK_ORDER_551_geometry_first_weapon_seating.md,,spec Status: READY TO IMPLEMENT (runtime model implemented in this WO; Forge-preview slice specced as follow-up)
552,Store Inventory Obsidian Alignment,Ready,fix,,,,WorkOrders/WORK_ORDER_552_store_inventory_obsidian_alignment.md,,spec Status: READY TO IMPLEMENT (audit complete; one fix applied this pass)
553,Jeweler Jewelry Crafting,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_553_jeweler_jewelry_crafting.md,WorkOrders/WORK_ORDER_553_jeweler_jewelry_crafting.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
554,Shared Obsidian Panel Chrome,Ready,feature,,,,WorkOrders/WORK_ORDER_554_shared_obsidian_panel_chrome.md,,spec Status: READY (implemented in worktree; awaiting orchestrator gate + commit)
555,Offline Harvest Relocation,Spec,feature,,,,WorkOrders/WORK_ORDER_555_offline_harvest_relocation.md,,spec Status: IMPLEMENTED (edit-only; orchestrator gates + commits)
556,Combat Rewards And Challenge,Spec,feature,,,,WorkOrders/WORK_ORDER_556_combat_rewards_and_challenge.md,,spec Status: IMPLEMENTED (CLI to batch-gate + commit)
557,Full Yarn Removal,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_557_full_yarn_removal.md,WorkOrders/WORK_ORDER_557_full_yarn_removal.RESULT.md,"RESULT filed; spec Status: Phase 1 DONE  Phase 2 PARTIAL (faithful subset migrated + enabler-gaps specced)  Phase 3 DEFERRED (package-rip specced, NOT executed)"
558,Quest Pack,Spec,fix,,,,WorkOrders/WORK_ORDER_558_quest_pack.md,,spec Status: IMPLEMENTED (data + minimal wiring) - pending CLI batch-gate + commit by explicit path
559,Hero Select Carousel,Spec,fix,,,,WorkOrders/WORK_ORDER_559_hero_select_carousel.md,,spec Status: IMPLEMENTED (agent worktree - not gated/committed; orchestrator reconciles)
560,Vfx Usage Pass,Ready,docs,,,,WorkOrders/WORK_ORDER_560_vfx_usage_pass.md,,"spec Status: READY TO IMPLEMENT (spec from read-only VFX review, 2026-06-28)"
561,Intro And Lore,Spec,feature,,,,WorkOrders/WORK_ORDER_561_intro_and_lore.md,,spec Status:  DONE (intro implemented + skippable; lore bible written; image-prompt sidecar authored)
562,Ui Theme Consistency,Spec,docs,,,,WorkOrders/WORK_ORDER_562_ui_theme_consistency.md,,"spec Status: IMPLEMENTED (worktree `agent-a44895a7ab0d961c5`, branch `wip/village2-and-f8-tickets`)"
563,Hud Cleanup And Access,Spec,feature,,,,WorkOrders/WORK_ORDER_563_hud_cleanup_and_access.md,,spec Status: IMPLEMENTED (edit-only agent; NOT gated/committed - orchestrator batch-gates + commits)
564,Income And Quest Rewards,Spec,docs,,,,WorkOrders/WORK_ORDER_564_income_and_quest_rewards.md,,spec Status: IMPLEMENTED (edit-only; not gated/committed - CLI reconciles)
565,Small Ui Fixes,Spec,fix,,,,WorkOrders/WORK_ORDER_565_small_ui_fixes.md,,spec Status: IMPLEMENTED (edit-only; not gated/committed by this agent)
566,Talent Effect Interpreter,Spec,feature,,,,WorkOrders/WORK_ORDER_566_talent_effect_interpreter.md,,spec Status: IMPLEMENTED (headless-verify + felt-verify pending)
567,Equip To Visual,Spec,docs,,,,WorkOrders/WORK_ORDER_567_equip_to_visual.md,,spec Status: IMPLEMENTED (edit-only worktree; NOT gated/committed - orchestrator batch-gates)
568,Perf Material Cache,Spec,fix,,,,WorkOrders/WORK_ORDER_568_perf_material_cache.md,,spec Status: IMPLEMENTED (edit-only worktree; CLI to gate + commit)
569,Video Intro,Spec,feature,,,,WorkOrders/WORK_ORDER_569_video_intro.md,,spec Status: IMPLEMENTED (pending CLI gate + commit)
570,Title Tagline Canon,Ready,docs,,,,WorkOrders/WORK_ORDER_570_title_tagline_canon.md,,"spec Status: IMPLEMENTED (worktree `agent-a6c54a4c278a6686e`, branch tip ea087782) - ready for reconcile/gate by CLI."
571,Audio Pass,Spec,docs,,,,WorkOrders/WORK_ORDER_571_audio_pass.md,,spec Status: IMPLEMENTED (edit-only; NOT gated/committed - orchestrator reconciles)
572,Resource Flash Throttle,Spec,feature,,,,WorkOrders/WORK_ORDER_572_resource_flash_throttle.md,,spec Status: IMPLEMENTED (edit-only; not gated/committed by this agent)
573,Inventory Portrait Grid Fix,Spec,fix,,,,WorkOrders/WORK_ORDER_573_inventory_portrait_grid_fix.md,,spec Status: IMPLEMENTED (edit-only; awaiting CLI batch-gate + commit + PO felt-verify)
574,Talent Quickswap Fix,Spec,fix,,,,WorkOrders/WORK_ORDER_574_talent_quickswap_fix.md,,spec Status: IMPLEMENTED (edit-only agent; not gated/committed - orchestrator batch-gates per 11)
575,Maxed Button Inert,Spec,docs,,,,WorkOrders/WORK_ORDER_575_maxed_button_inert.md,,spec Status: IMPLEMENTED (edit-only; not gated/committed - orchestrator reconciles)
576,Building Talk Fix,Spec,fix,,,,WorkOrders/WORK_ORDER_576_building_talk_fix.md,,spec Status: IMPLEMENTED (edit-only; NOT gated/committed - for orchestrator reconcile)
577,Ingame Seating Editor,Spec,feature,,,,WorkOrders/WORK_ORDER_577_ingame_seating_editor.md,,spec Status: IMPLEMENTED (this branch worktree) - pending CLI batch-gate + commit
578,Inventory Owned Gear,Spec,fix,,,,WorkOrders/WORK_ORDER_578_inventory_owned_gear.md,,"spec Status: IMPLEMENTED (worktree `agent-a62ea88573c0c0de1`, branch base = `wip/village2-and-f8-tickets` tip `4f51e085`). Not gated/committed (per task)."
579,Wave Loop Fix,Spec,fix,,,,WorkOrders/WORK_ORDER_579_wave_loop_fix.md,,spec Status: IMPLEMENTED (edit-only; not gated/committed - orchestrator batch-gates + commits)
580,White Bar Fix,Spec,fix,,,,WorkOrders/WORK_ORDER_580_white_bar_fix.md,,spec Status: IMPLEMENTED (CLI to gate/commit; PO to felt-verify + close)
581,Hero Animator Recache,Spec,feature,,,,WorkOrders/WORK_ORDER_581_hero_animator_recache.md,,spec Status: IMPLEMENTED (edit-only; not gated/committed - orchestrator batch-gates)
584,Dungeon Outpost Arena Consolidation,Ready,docs,,,,WorkOrders/WORK_ORDER_584_dungeon_outpost_arena_consolidation.md,,spec Status: READY TO IMPLEMENT (design owner-ratified 2026-06-28)
584,B Dungeon Generator Design,Ready,feature,,,,WorkOrders/WORK_ORDER_584b_dungeon_generator_design.md,,spec Status: READY TO IMPLEMENT (design only - this WO writes NO `.cs`; implementation is the gated follow-up 584c)
585,Inventory Equip Feedback,Ready,fix,,,,WorkOrders/WORK_ORDER_585_inventory_equip_feedback.md,,spec Status: READY TO IMPLEMENT (held for owner green-light - overlaps WO-582 Gear Preview)
585,Knight Animation Driven Abilities,Spec,feature,,,,WorkOrders/WORK_ORDER_585_knight_animation_driven_abilities.md,,spec Status: DESIGN - owner review pending (drafted 2026-07-04)
586,Battle Animation Posture Directional Death,Spec,feature,,,,WorkOrders/WORK_ORDER_586_battle_animation_posture_directional_death.md,,spec Status: IMPLEMENTED - pending CompileGate + controller rebuild + PO felt-verify (2026-07-05)
586,Fleet Save Probe Isolation,Ready,fix,,,,WorkOrders/WORK_ORDER_586_fleet_save_probe_isolation.md,,"spec Status: READY TO IMPLEMENT** (small, test-harness only - no shipping code)"
587,Population Echo Growth,Ready,feature,,,,WorkOrders/WORK_ORDER_587_population_echo_growth.md,,"spec Status: READY TO IMPLEMENT (owner spec, drafted w/ Grok, 2026-06-29)  Economy/Workforce lane  data-driven"
588,Game Guide Tutorial Codex,Ready,feature,,,,WorkOrders/WORK_ORDER_588_game_guide_tutorial_codex.md,,spec Status: READY TO IMPLEMENT (owner request 2026-06-29)  UI/Onboarding lane  data-driven content
589,Inventory Overhaul,Ready,fix,,,,WorkOrders/WORK_ORDER_589_inventory_overhaul.md,,spec Status: READY TO IMPLEMENT (CLI-owned UI pass)
590,Castle Water Dip Fill And Fish,Ready,fix,,,,WorkOrders/WORK_ORDER_590_castle_water_dip_fill_and_fish.md,,spec Status: READY TO IMPLEMENT (environment lane - file-disjoint from inventory)
590,Knight Shield Grip Native Pivot,Spec,fix,,,,WorkOrders/WORK_ORDER_590_knight_shield_grip_native_pivot.md,,spec Status: IMPLEMENTED @ `C:\EoA` (shield path live in `EquipmentController` since 2026-06-19 Blink fix; carry-state/sheath 2026-07-04)** - this doc is the **CLI replication playbook** for Claude/UI. Apply verbatim; do **not** re-debug moat/castle geometry (closed).
591,Base Defense V2,Spec,fix,,,,WorkOrders/WORK_ORDER_591_base_defense_v2.md,,"spec Status: DESIGN CAPTURED - build with the V2 base-building layer (`ff.basebuilding`), NOT V1 polish."
592,Seating Editor Embedded Viewer,Ready,feature,,,,WorkOrders/WORK_ORDER_592_seating_editor_embedded_viewer.md,,spec Status: READY TO IMPLEMENT
593,Wide Gates Cliffs Wayfinding,Ready,feature,,,,WorkOrders/WORK_ORDER_593_wide_gates_cliffs_wayfinding.md,,spec Status: READY TO IMPLEMENT
594,Measure Driven Castle Base,Ready,feature,,,,WorkOrders/WORK_ORDER_594_measure_driven_castle_base.md,,spec Status: CAPTURED (idea) - not yet ready to implement
595,Kaykit Dungeon Kit,Ready,docs,,,,WorkOrders/WORK_ORDER_595_kaykit_dungeon_kit.md,,spec Status: READY TO IMPLEMENT (design complete; pack present + measured)
596,Player Bug Report,Ready,fix,,,,WorkOrders/WORK_ORDER_596_player_bug_report.md,,spec Status: READY TO IMPLEMENT
597,Bot Popup Close Oracle,Ready,docs,,,,WorkOrders/WORK_ORDER_597_bot_popup_close_oracle.md,,spec Status: READY TO IMPLEMENT
598,Vendor Wares Content Mapping,Ready,docs,,,,WorkOrders/WORK_ORDER_598_vendor_wares_content_mapping.md,,spec Status: READY TO IMPLEMENT
599,Combat Locks Modals,Ready,fix,,,,WorkOrders/WORK_ORDER_599_combat_locks_modals.md,,spec Status: READY TO IMPLEMENT
600,Uncraftable Recipe Ingredients,Ready,fix,,,,WorkOrders/WORK_ORDER_600_uncraftable_recipe_ingredients.md,,spec Status: READY TO IMPLEMENT
601,Npc Portrait Art Brief,Ready,feature,,,,WorkOrders/WORK_ORDER_601_npc_portrait_art_brief.md,,spec Status: READY FOR ART (owner generates; then a 5-minute data hookup)
602,Way Back Home,Ready,fix,,,,WorkOrders/WORK_ORDER_602_way_back_home.md,,"spec Status: READY TO IMPLEMENT - P1, blocks the core loop (venture out -> CANNOT return home)"
603,Currency Skin Resolver,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_603_currency_skin_resolver.md,WorkOrders/WORK_ORDER_603_currency_skin_resolver.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
606,Spawn Regions And Squad Tactics,In Implementation,feature,,,,WorkOrders/WORK_ORDER_606_spawn_regions_and_squad_tactics.md,,"spec Status: IMPLEMENTED (V1, lean, data-driven). Not gated/built/committed by the implementing agent - hand to CLI for the batch gate + commit."
607,Seam 4Side Traversal,Ready,feature,,,,WorkOrders/WORK_ORDER_607_seam_4side_traversal.md,,spec Status: READY TO IMPLEMENT (with owner felt-verify gate).** Provisional number - slot into
608,World Merge Single Scene,Ready,feature,,,,WorkOrders/WORK_ORDER_608_world_merge_single_scene.md,,spec Status: READY TO IMPLEMENT.** Owner-approved architecture pivot (2026-07-04): one seamless scene =
609,Battle Hud Prefab Layout,Ready,docs,,,,WorkOrders/WORK_ORDER_609_battle_hud_prefab_layout.md,,spec Status: READY TO IMPLEMENT (Phase 1 in flight)
610,Camera Tighter Sideview Combat,Ready,feature,,,,WorkOrders/WORK_ORDER_610_camera_tighter_sideview_combat.md,,"spec Status: READY TO IMPLEMENT - **owner-ratified 2026-07-05** (extend-SMC  3/4-angled start  pacing default-ON ~0.8). **WO number 610 is PROVISIONAL** (authority is `MASTER_PIPELINES_BACKLOG`, not the filesystem; confirm on mint)."
611,Combat Hud Build,Ready,feature,,,,WorkOrders/WORK_ORDER_611_combat_hud_build.md,,spec Status: READY TO IMPLEMENT - overnight build. Owner-designed live 2026-07-05 (interactive view iteration).
612,Build Timers Wire,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_612_build_timers_wire.md,WorkOrders/WORK_ORDER_612_build_timers_wire.RESULT.md,"RESULT filed; spec Status: IMPLEMENTING (CLI, same session as ratification)."
613,B Outpost Prefab Chunk Assembly,Ready,feature,,,,WorkOrders/WORK_ORDER_613B_outpost_prefab_chunk_assembly.md,,"spec Status: READY TO IMPLEMENT - owner re-ruling F8-28 (2026-07-08): *""the outpost should be"
613,Tower Vfx Moments,Ready,feature,,,,WorkOrders/WORK_ORDER_613_tower_vfx_moments.md,,"spec Status: READY TO IMPLEMENT - overnight creative lane (owner-requested 2026-07-06,"
614,Skill Tree Solo Rework,Ready,feature,,,,WorkOrders/WORK_ORDER_614_skill_tree_solo_rework.md,,"spec Status: RULED - READY TO IMPLEMENT (rulings 1, 2, 2a, 3 received; one open detail: T4 signature placement)"
670,Motion Caster Tool,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_670_motion_caster_tool.md,WorkOrders/WORK_ORDER_670_motion_caster_tool.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
671,Action Bundle Rows,RESULT-filed,docs,,,,WorkOrders/WORK_ORDER_671_action_bundle_rows.md,WorkOrders/WORK_ORDER_671_action_bundle_rows.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
672,Structure Damage Lifecycle,RESULT-filed,fix,,,,WorkOrders/WORK_ORDER_672_structure_damage_lifecycle.md,WorkOrders/WORK_ORDER_672_structure_damage_lifecycle.RESULT.md,RESULT filed; spec Status: SPEC - awaiting owner go (NEW feature per the QA gate; design requested by owner 2026-07-11:
673,Strategic Building Placement,RESULT-filed,docs,,,,WorkOrders/WORK_ORDER_673_strategic_building_placement.md,WorkOrders/WORK_ORDER_673_strategic_building_placement.RESULT.md,"RESULT filed; spec Status: RULED + IN IMPLEMENTATION (owner go 2026-07-11 ""lets do it. sounds great"")."
674,Player Wall System,Ready,feature,,,,WorkOrders/WORK_ORDER_674_player_wall_system.md,,"spec Status: READY TO IMPLEMENT** (owner directive 2026-07-11: ""let players create their own walls -"
675,Building Upgrade Panel Obsidian Redesign,RESULT-filed,docs,,,,WorkOrders/WORK_ORDER_675_building_upgrade_panel_obsidian_redesign.md,WorkOrders/WORK_ORDER_675_building_upgrade_panel_obsidian_redesign.RESULT.md,"RESULT filed; spec Status: READY TO IMPLEMENT** (owner approved the mockup 2026-07-11: ""yes so much clearer"")."
676,Skill Tree Strategic Redesign,Ready,feature,,,,WorkOrders/WORK_ORDER_676_skill_tree_strategic_redesign.md,,"spec Status: READY TO IMPLEMENT** (owner rulings 2026-07-11, in-chat: (1) approved the icon-only"
677,Mobile Buildmode Move Unreachable,RESULT-filed,fix,,,,WorkOrders/WORK_ORDER_677_mobile_buildmode_move_unreachable.md,WorkOrders/WORK_ORDER_677_mobile_buildmode_move_unreachable.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT** (owner report + screenshot 2026-07-12; ticket MOB-1 on the board).
678,Pi Sdk Timeout Clean Wrap,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_678_pi_sdk_timeout_clean_wrap.md,WorkOrders/WORK_ORDER_678_pi_sdk_timeout_clean_wrap.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT** (owner report 2026-07-12: mobile devices show a raw JS error
679,Crystal Economy Faucets,Ready,feature,,,,WorkOrders/WORK_ORDER_679_crystal_economy_faucets.md,,"spec Status: SPEC - needs owner pin sign-off, then READY** (owner ask 2026-07-12, from the live"
680,Enhancement Tier Gate Legibility,Ready,fix,,,,WorkOrders/WORK_ORDER_680_enhancement_tier_gate_legibility.md,,"spec Status: READY TO IMPLEMENT** (owner report + screenshot 2026-07-12, preview `9ncz1sks9`:"
681,Echo Select Intro And Assign,Ready,docs,,,,WorkOrders/WORK_ORDER_681_echo_select_intro_and_assign.md,,"spec Status: READY TO IMPLEMENT** (owner directive 2026-07-12: ""On selecting an Echo, there should"
682,Web Quiet Error Surface,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_682_web_quiet_error_surface.md,WorkOrders/WORK_ORDER_682_web_quiet_error_surface.RESULT.md,"RESULT filed; spec Status: READY TO IMPLEMENT** (owner directive 2026-07-12 evening: ""those need caught quietly -"
683,Build Screen Dpad,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_683_build_screen_dpad.md,WorkOrders/WORK_ORDER_683_build_screen_dpad.RESULT.md,"RESULT filed; spec Status: READY TO IMPLEMENT** (owner rulings 2026-07-12 evening, verbatim: ""we need the dpad from"
684,Outstanding Items Board,Spec,fix,,,,WorkOrders/WORK_ORDER_684_outstanding_items_board.md,,"spec Status: TRIAGE BOARD** (owner directive 2026-07-12: ""give me a work order of outstanding items"
685,Webtrace Retention Ttl Cron,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_685_webtrace_retention_ttl_cron.md,WorkOrders/WORK_ORDER_685_webtrace_retention_ttl_cron.RESULT.md,"RESULT filed; spec Status: READY TO IMPLEMENT** (implemented ahead in this WO - see ""Implemented in this WO"" below;"
686,Webtrace Ingestion Hardening,Ready,feature,,,,WorkOrders/WORK_ORDER_686_webtrace_ingestion_hardening.md,,spec Status: READY TO IMPLEMENT.** **Lane:** Persistence/Backend (Lane 7) + Build/Deploy (Lane 10 for the
687,Webtrace Read Triage Surface,Ready,fix,,,,WorkOrders/WORK_ORDER_687_webtrace_read_triage_surface.md,,spec Status: READY TO IMPLEMENT.** **Lane:** Persistence/Backend (Lane 7) + Platform/WebGL template (Lane
688,Asset Caster Toolkit Family,Spec,docs,,,,WorkOrders/WORK_ORDER_688_asset_caster_toolkit_family.md,,spec Status: SPEC DRAFT - gated on the SME dossier fleet (docs/SME/) completing + per-pack applicability assessment
689,Hovl Vfx Fidelity,RESULT-filed,fix,,,,WorkOrders/WORK_ORDER_689_hovl_vfx_fidelity.md,WorkOrders/WORK_ORDER_689_hovl_vfx_fidelity.RESULT.md,RESULT filed; no Status line in spec
690,Swordshield Full Wiring,Spec,docs,,,,WorkOrders/WORK_ORDER_690_swordshield_full_wiring.md,,no Status line in spec
691,Blink Orcs Activation,Spec,docs,,,,WorkOrders/WORK_ORDER_691_blink_orcs_activation.md,,no Status line in spec
692,Blink Icons Import,Spec,docs,,,,WorkOrders/WORK_ORDER_692_blink_icons_import.md,,no Status line in spec
693,Jeweler Crafting Mobile Readability,Ready,feature,,,,WorkOrders/WORK_ORDER_693_jeweler_crafting_mobile_readability.md,,"spec Status: READY TO IMPLEMENT** (owner report + screenshot 2026-07-12: ""text should be set to"
694,Webtrace Lifecycle,Ready,fix,,,,WorkOrders/WORK_ORDER_694_webtrace_lifecycle.md,,"spec Status: READY TO IMPLEMENT** (owner ask 2026-07-12: ""work orders for the web trace life"")."
695,Strategic Placement Lock On,Ready,feature,,,,WorkOrders/WORK_ORDER_695_strategic_placement_lock_on.md,,"spec Status: READY TO IMPLEMENT** (owner ruling 2026-07-12, verbatim intent: ""I want to see the"
696,Repair Before Upgrade Context,Ready,fix,,,,WorkOrders/WORK_ORDER_696_repair_before_upgrade_context.md,,"spec Status: READY TO IMPLEMENT** (owner ruling 2026-07-12, verbatim intent: ""outside of battle,"
697,Currency Compact Format Icon Chips,Ready,feature,,,,WorkOrders/WORK_ORDER_697_currency_compact_format_icon_chips.md,,"spec Status: READY TO IMPLEMENT** (owner-relayed from the UI seat's live-screenshot ticket RES-1,"
698,Encounter Budget And Scouting,Ready,feature,,,,WorkOrders/WORK_ORDER_698_encounter_budget_and_scouting.md,,"spec Status: READY TO IMPLEMENT** (owner ask 2026-07-12: ""logic that dictates a seeded max of"
699,Hero Select Ability Chips Data Source,Ready,feature,,,,WorkOrders/WORK_ORDER_699_hero_select_ability_chips_data_source.md,,"spec Status: READY TO IMPLEMENT** (UI-seat live-screenshot ticket SEL-1, 2026-07-13: the hero-select"
700,Android Apk Seeker Test,Ready,feature,,,,WorkOrders/WORK_ORDER_700_android_apk_seeker_test.md,,"spec Status: READY TO IMPLEMENT (Phase A)** (owner ask 2026-07-13: ""package it as an APK with the"
701,Mending Echoes Offline Repair,Ready,fix,,,,WorkOrders/WORK_ORDER_701_mending_echoes_offline_repair.md,,"spec Status: SPEC - needs owner number pins, then READY** (owner idea 2026-07-12: ""an ability or"
702,Founding Of Elarion Ftue,Ready,feature,,,,WorkOrders/WORK_ORDER_702_founding_of_elarion_ftue.md,,"spec Status: READY TO IMPLEMENT** (owner directive 2026-07-13, verbatim intent: ""start with the"
703,Blank Start Residual Standdown,Ready,feature,,,,WorkOrders/WORK_ORDER_703_blank_start_residual_standdown.md,,"spec Status: READY TO IMPLEMENT - verification step FIRST** (owner screenshots 3, 2026-07-13,"
704,Trailer Fullscreen Aspect,Ready,feature,,,,WorkOrders/WORK_ORDER_704_trailer_fullscreen_aspect.md,,"spec Status: READY TO IMPLEMENT** (owner ask 2026-07-13: ""can the trailer play full screen?"")."
705,Onboarding Duplicate Uidocument,Ready,fix,,,,WorkOrders/WORK_ORDER_705_onboarding_duplicate_uidocument.md,,spec Status: READY TO IMPLEMENT - RCA-first (12).** Minted 2026-07-13 from the post-WO-703/704 fleet
706,Palette Portraits Complete Set,Ready,feature,,,,WorkOrders/WORK_ORDER_706_palette_portraits_complete_set.md,,"spec Status: READY - UI-seat art task** (owner directive 2026-07-13, felt-test: ""same thing you"
707,Town Catalog Grooming One Building Per Trade,Ready,docs,,,,WorkOrders/WORK_ORDER_707_town_catalog_grooming_one_building_per_trade.md,,"spec Status: READY TO IMPLEMENT - two small owner pins open (below), implementable around them."
708,Wall Builder Drag Lines,Spec,docs,,,,WorkOrders/WORK_ORDER_708_wall_builder_drag_lines.md,,"spec Status: PARKED - POST-V1** (owner 2026-07-13: ""lets figure those out after we ship v1"" - pins"
709,Echo Workforce Multiplier Hud,Ready,feature,,,,WorkOrders/WORK_ORDER_709_echo_workforce_multiplier_hud.md,,"spec Status: SPEC - needs owner pins 1-4, then READY** (owner design paste + ""design a HUD that"
710,Inventory Panel Obsidian Conformance,Spec,feature,,,,WorkOrders/WORK_ORDER_710_inventory_panel_obsidian_conformance.md,,no Status line in spec
710,Phased Founding Staged Palette,Ready,feature,,,,WorkOrders/WORK_ORDER_710_phased_founding_staged_palette.md,,spec Status: READY TO IMPLEMENT** (owner + Grok brainstorm 2026-07-13 evening; owner chased it:
711,Dungeon Content Dressing,Spec,feature,,,,WorkOrders/WORK_ORDER_711_dungeon_content_dressing.md,,"spec Status: SPEC - owner walking the dungeon live 2026-07-13 evening, annotating placeholders."
712,Courtyard Navmesh Island Diag,Ready,feature,,,,WorkOrders/WORK_ORDER_712_courtyard_navmesh_island_diag.md,,spec Status: READY - instrument-only lane (12 hard gate: cause NOT yet proven).
713,Inventory Panel Obsidian Conformance,Ready,feature,,,,WorkOrders/WORK_ORDER_713_inventory_panel_obsidian_conformance.md,,"spec Status: READY TO IMPLEMENT - WIREFRAME APPROVED (owner 2026-07-13: ""much better - relay to"
714,Obsidian Conformance Program,Ready,feature,,,,WorkOrders/WORK_ORDER_714_obsidian_conformance_program.md,,"spec Status: READY TO IMPLEMENT (phased program - run as lanes, one wave at a time)"
715,Hovl Towers Melee Spell Vfx,Ready,feature,,,,WorkOrders/WORK_ORDER_715_hovl_towers_melee_spell_vfx.md,,spec Status: READY TO IMPLEMENT
716,Capture Pairwalk Gate,Ready,docs,,,,WorkOrders/WORK_ORDER_716_capture_pairwalk_gate.md,,spec Status: READY TO IMPLEMENT
717,Unstyled Class Kill,Ready,feature,,,,WorkOrders/WORK_ORDER_717_unstyled_class_kill.md,,spec Status: READY TO IMPLEMENT
718,Kit Law Regression,Ready,fix,,,,WorkOrders/WORK_ORDER_718_kit_law_regression.md,,spec Status: READY TO IMPLEMENT
719,Dedicated Build Hud Coc,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_719_dedicated_build_hud_coc.md,WorkOrders/WORK_ORDER_719_dedicated_build_hud_coc.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
720,Founding Critical Obsidian Fix,Ready,fix,,,,WorkOrders/WORK_ORDER_720_founding_critical_obsidian_fix.md,,spec Status: READY TO IMPLEMENT (screen list **completed from WO-716 FAIL marks**)
721,Hud Vitals Fill Contract,Ready,fix,,,,WorkOrders/WORK_ORDER_721_hud_vitals_fill_contract.md,,spec Status: READY TO IMPLEMENT
722,Obsidian Expansion Tail,Ready,feature,,,,WorkOrders/WORK_ORDER_722_obsidian_expansion_tail.md,,spec Status: READY TO IMPLEMENT (after demo pillars)
